unit_id	flores_id	item_id	subject_id	task_type	translation_type	src_len_chr	mt_len_chr	tgt_len_chr	src_len_wrd	mt_len_wrd	tgt_len_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	n_pause_geq_300	len_pause_geq_300	n_pause_geq_1000	len_pause_geq_1000	event_time	num_annotations	last_modification_time	n_insert	n_delete	n_substitute	n_shift	tot_shifted_words	tot_edits	hter	cer	bleu	chrf	lang_id	doc_id	time_s	time_m	time_h	time_per_char	time_per_word	key_per_char	words_per_hour	words_per_minute	per_subject_visit_order	src_text	mt_text	tgt_text	aligned_edit
flores101-warmup-tur-4-ht-2	542	flores101-warmup-42	tur_t2	ht	ht	127		108	20		15	108.795	171	115	0	16	3	26	11	0	0	0	0	22	83710	11	79141	108795	2	1642600367											tur	4	108.795	1.8132	0.0302	0.8567	5.4398	1.3465	661.7951	11.0299	14	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		Prensipte Tibet Budizmi çok basittir. Kundalini Yoga, meditasyon ve her şeyi kapsayan sevgi yolundan oluşur.	
flores101-warmup-tur-4-ht-3	543	flores101-warmup-43	tur_t2	ht	ht	147		148	18		15	218.874	257	179	0	21	8	31	16	0	1	1	0	32	186984	16	178415	218874	2	1642600367											tur	4	218.874	3.6479	0.0608	1.4889	12.1597	1.7483	296.0607	4.9343	15	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		Kundalini Yogada yoga pozları, nefes egzersizleri, mantralar ve görselleştirmeler aracılığıyla Kundalini enerjisi (aydınlanma enerjisi) uyandırılır.	
flores101-warmup-tur-4-ht-4	544	flores101-warmup-44	tur_t2	ht	ht	203		191	30		20	359.493	278	212	0	21	3	11	31	0	0	0	0	43	320021	14	304992	359493	2	1642600367											tur	4	359.493	5.9916	0.0999	1.7709	11.9831	1.3695	300.4231	5.0071	16	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		Tibet meditasyonunun merkezinde Tanrısal Yoga vardır. Çeşitli tanrıların görselleştirilmesi yoluyla enerji kanalları temizlenir, çakralar harekete geçirilir ve aydınlanma bilinci oluşturulur.	
flores101-warmup-tur-5-pe2-1	914	flores101-warmup-51	tur_t2	pe2	pe	89	86.0	109	15	13.0	16	116.414	108	60	0	9	1	30	8	0	0	0	0	17	102469	11	99220	116414	2	1642600367	4.0	1.0	3.0	2.0	2.0	10.0	76.923	0.6429	36.92	62.71	tur	5	116.414	1.9402	0.0323	1.308	7.7609	1.2135	463.8617	7.731	17	An increasingly more popular option for those planning a gap-year is to travel and learn.	Geçiş yılını planlayanlar için giderek daha popüler bir seçenek de seyahat ve öğrenme.	Seyahat etme ve öğrenme, mola yılı yapmayı planlayanlar için giderek daha popüler bir seçenek haline geliyor.	REF:    ****   ******** **** geçiş yılını  planlayanlar için giderek daha popüler bir seçenek de   seyahat     ve   ****** öğrenme.\nHYP:  @ etme @ öğrenme, mola yılı  yapmayı planlayanlar için giderek daha popüler bir seçenek ** [ seyahat ] [ ve ] haline geliyor.\nEVAL:   I      I        I    S     S                                                          D                     I      S
flores101-warmup-tur-5-pe2-2	915	flores101-warmup-52	tur_t2	pe2	pe	137	154.0	156	20	18.0	19	247.479	350	137	0	18	3	159	28	0	3	1	1	44	212871	27	202716	247479	3	1642600367	2.0	1.0	8.0	3.0	4.0	14.0	77.778	0.5411	10.36	58.43	tur	5	247.479	4.1246	0.0687	1.8064	12.374	2.5547	290.9338	4.8489	18	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	Bu uygulama, üniversiteyi bırakanlar için özellikle popüler ve eğitimlerini tehlikeye atmadan bir yıl süreyle üniversiteden geçirmelerine olanak sağlıyor.	Özellikle mezunlar arasında popüler olan bu uygulama, insanların eğitimlerini tehlikeye atmadan, üniversiteden önce bir yıllık bir ara vermelerini sağlıyor.	REF:    bu uygulama,   üniversiteyi   bırakanlar için       özellikle   popüler ****   ve         eğitimlerini tehlikeye ********   atmadan bir yıl    süreyle   üniversiteden   geçirmelerine olanak      sağlıyor.\nHYP:  [ bu uygulama, ] ************ @ mezunlar   arasında [ özellikle ] popüler olan @ insanların eğitimlerini tehlikeye atmadan, @ önce    bir yıllık bir     [ üniversiteden ] ara           vermelerini sağlıyor.\nEVAL:                  D              S          S                              I      S                                 I          S           S      S                         S             S
flores101-warmup-tur-5-pe2-3	916	flores101-warmup-53	tur_t2	pe2	pe	145	129.0	137	24	17.0	18	136.22	248	98	0	10	0	128	10	0	1	1	0	24	116279	18	112312	136220	2	1642600367	1.0	0.0	10.0	3.0	3.0	14.0	82.353	0.5891	7.36	56.88	tur	5	136.22	2.2703	0.0378	0.9394	5.6758	1.7103	634.2681	10.5711	19	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	Pek çok durumda, yurtdışında bir aralık yılı kursuna kaydolmak aslında vatannızda yüksek öğrenime geri dönme şansını artırabilir.	Çoğu durumda, mola yılında yurt dışındaki bir kursa kaydolmak aslında yüksek öğrenim için ana vatanınıza dönme olasılığınızı artırabilir.	REF:  pek    çok    durumda,   yurtdışında   bir   aralık yılı        kursuna kaydolmak aslında   vatannızda   yüksek   **** öğrenime geri       dönme şansını       artırabilir.\nHYP:  çoğu @ mola [ durumda, ] yılında     [ bir ] yurt   dışındaki @ kursa   kaydolmak aslında @ öğrenim    [ yüksek ] için ana      vatanınıza dönme olasılığınızı artırabilir.\nEVAL: S      S                 S                   S      S           S                           S                     I    S        S                S
flores101-warmup-tur-5-pe2-4	917	flores101-warmup-54	tur_t2	pe2	pe	78	68.0	82	13	9.0	11	39.158	53	27	0	3	0	23	0	0	0	0	0	3	20434	3	20434	39158	2	1642600367	2.0	0.0	2.0	0.0	0.0	4.0	44.444	0.25	38.25	68.62	tur	5	39.158	0.6526	0.0109	0.502	3.0122	0.6795	1195.1581	19.9193	20	Typically there will be a tuition fee to enroll in these educational programs.	Genelde bu eğitim programlarına kaydolmak için harç ücreti ödenecek.	Genllikle bu eğitim programlarına kaydolmak için bir harç ücreti ödenmesi gerekir.	REF:  genelde   bu eğitim programlarına kaydolmak için *** harç ücreti ******** ödenecek.\nHYP:  genllikle bu eğitim programlarına kaydolmak için bir harç ücreti ödenmesi gerekir.\nEVAL: S                                                I               I        S
flores101-warmup-tur-1-ht-1	163	flores101-warmup-11	tur_t3	ht	ht	189		203	29		28	142.863	280	178	0	30	5	59	8	0	0	0	0	32	116023	16	107193	142863	1	1642600367											tur	1	142.863	2.381	0.0397	0.7559	4.9263	1.4815	730.77	12.1795	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		Fransa'da oy kullanma süreci geleneksel olarak düşük teknoloji içeren bir deneyim olmuştur: Seçmenler bir kabinde yalnız olur ve seçtikleri adayı belirten, önceden basılmış bir kağıdı bir zarfa koyarlar.	
flores101-warmup-tur-1-ht-2	164	flores101-warmup-12	tur_t3	ht	ht	120		107	20		14	64.159	110	92	0	14	2	1	1	0	0	0	0	13	51929	8	49680	64159	1	1642600367											tur	1	64.159	1.0693	0.0178	0.5347	3.208	0.9167	1122.212	18.7035	2	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		Yetkililer seçmenin kimliğini doğruladıktan sonra, seçmen zarfı oy sandığına atar ve oy pusulasını imzalar.	
flores101-warmup-tur-1-ht-3	165	flores101-warmup-13	tur_t3	ht	ht	62		67	8		8	145.707	75	61	0	7	2	2	3	0	0	0	0	8	138850	5	137178	145707	1	1642600367											tur	1	145.707	2.4284	0.0405	2.3501	18.2134	1.2097	197.6569	3.2943	3	French electoral law rather strictly codifies the proceedings.		Fransız seçim kanunu, tutanakları sıkı bir şekilde düzenlemektedir.	
flores101-warmup-tur-1-ht-4	166	flores101-warmup-14	tur_t3	ht	ht	228		280	40		33	114.793	324	273	4	32	3	3	9	0	0	0	0	38	79811	13	64125	114793	1	1642600367											tur	1	114.793	1.9132	0.0319	0.5035	2.8698	1.4211	1254.4319	20.9072	4	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		1988 yılından bu yana, seçmenlerin ve gözlemcilerin, oylama başlangıcında hiçbir zarfın bulunmadığını ve usulüne uygun olarak sayılan ve yetkilendirilen seçmenlerin zarfları dışında hiçbir zarfın eklenmediğini teyit edebilmeleri için sandıkların şeffaf olması zorunlu kılınmıştır.	
flores101-warmup-tur-1-ht-5	167	flores101-warmup-15	tur_t3	ht	ht	177		188	25		21	81.328	203	167	0	21	4	7	4	0	0	0	0	21	59515	9	53815	81328	1	1642600367											tur	1	81.328	1.3555	0.0226	0.4595	3.2531	1.1469	1106.6299	18.4438	5	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		Adaylar, sürecin her aşamasını bizzat görebilmeleri için temsilciler gönderebilir. Akşam olduğunda, oylar belirli prosedürler izlenerek yoğun gözetim altında gönüllüler tarafından sayılır.	
flores101-warmup-tur-2-pe2-1	319	flores101-warmup-21	tur_t3	pe2	pe	102	111.0	107	13	14.0	14	39.454	12	6	0	0	0	6	0	0	0	0	0	2	32018	1	31690	39454	1	1642600367	0.0	0.0	1.0	0.0	0.0	1.0	7.143	0.0811	81.54	90.24	tur	2	39.454	0.6576	0.011	0.3868	3.0349	0.1176	1186.1915	19.7699	6	Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	Xinhua, hükümet müfettişlerinin Çarşamba günü iki adet 'kara kutu' uçuş kayıt makinesini bulduklarını bildirdi.	Xinhua, hükümet müfettişlerinin Çarşamba günü iki adet 'kara kutu' uçuş kayıt cihazı bulduklarını bildirdi.	REF:  xinhua, hükümet müfettişlerinin çarşamba günü iki adet 'kara kutu' uçuş kayıt makinesini bulduklarını bildirdi.\nHYP:  xinhua, hükümet müfettişlerinin çarşamba günü iki adet 'kara kutu' uçuş kayıt cihazı     bulduklarını bildirdi.\nEVAL:                                                                               S
flores101-warmup-tur-2-pe2-2	320	flores101-warmup-22	tur_t3	pe2	pe	43	49.0	49	7	6.0	6	14.894	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14894	1	1642600367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	tur	2	14.894	0.2482	0.0041	0.3464	2.1277	0.0233	1691.9565	28.1993	7	Fellow wrestlers also paid tribute to Luna.	Diğer güreşçiler de Luna'ya saygılarını sundular.	Diğer güreşçiler de Luna'ya saygılarını sundular.	REF:  diğer güreşçiler de luna'ya saygılarını sundular.\nHYP:  diğer güreşçiler de luna'ya saygılarını sundular.\nEVAL:
flores101-warmup-tur-2-pe2-3	321	flores101-warmup-23	tur_t3	pe2	pe	162	140.0	156	29	21.0	23	114.658	106	65	0	7	0	25	9	0	0	0	0	12	99699	6	96964	114658	2	1642600367	2.0	0.0	7.0	1.0	1.0	10.0	47.619	0.35	45.72	64.99	tur	2	114.658	1.911	0.0318	0.7078	3.9537	0.6543	910.5339	15.1756	8	"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."""	"Tommy Dreamer, ""Luna Extreme'in ilk Kraliçesiydi. İlk yöneticimydi. Luna iki ayın gecesi öldü. O kadar da benzersiz. Güçlü bir kadın."" dedi."	"Tommy Dreamer, ""Luna ilk Extreme Kraliçesiydi. İlk yöneticimdi. Luna iki ayın görüldüğü gece öldü. Tıpkı kendisi gibi oldukça eşsiz. Güçlü bir kadın."" dedi."	"REF:  tommy dreamer, ""luna   extreme'in   ilk   kraliçesiydi. i̇lk yöneticimydi. luna iki ayın ********* gecesi öldü. ***** o       kadar da      benzersiz. güçlü bir kadın."" dedi.\nHYP:  tommy dreamer, ""luna @ extreme    [ ilk ] kraliçesiydi. i̇lk yöneticimdi.  luna iki ayın görüldüğü gece   öldü. tıpkı kendisi gibi  oldukça eşsiz.     güçlü bir kadın."" dedi.\nEVAL:                        S                                     S                           I         S            I     S       S     S       S"
flores101-warmup-tur-2-pe2-4	322	flores101-warmup-24	tur_t3	pe2	pe	150	142.0	167	23	20.0	24	47.244	102	56	0	4	0	36	6	0	0	0	0	13	40404	9	38544	47244	1	1642600367	4.0	0.0	6.0	0.0	0.0	10.0	50.0	0.3803	32.7	55.91	tur	2	47.244	0.7874	0.0131	0.315	2.0541	0.68	1752.6035	29.2101	9	"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place."""	"Dustin ""Goldust"" Runnels, ""Luna ben kadar ürperticiydi... belki daha da... onu seviyorum ve kaybolacaktır... umarım daha iyi bir yerde."" dedi."	"Dustin ""Goldust"" Runnels, ""Luna benim kadar sıra dışıydı... Belki daha da fazla... Onu seviyorum ve özleyeceğim... Umarım daha iyi bir yerdedir."" şeklinde yorum yaptı."	"REF:  dustin ""goldust"" runnels, ""luna ben   kadar **** ürperticiydi... belki daha ** da...    onu seviyorum ve kaybolacaktır... umarım daha iyi bir ********** ******** yerde."" dedi.\nHYP:  dustin ""goldust"" runnels, ""luna benim kadar sıra dışıydı...      belki daha da fazla... onu seviyorum ve özleyeceğim...   umarım daha iyi bir yerdedir."" şeklinde yorum   yaptı.\nEVAL:                                 S           I    S                          I  S                         S                                    I          I        S       S"
flores101-warmup-tur-3-pe1-1	600	flores101-warmup-31	tur_t3	pe1	pe	100	99.0	106	17	14.0	15	47.385	45	37	0	5	0	2	1	0	0	0	0	3	42861	3	42861	47385	1	1642600367	1.0	0.0	3.0	0.0	0.0	4.0	28.571	0.1717	65.46	79.18	tur	3	47.385	0.7897	0.0132	0.4738	2.7874	0.45	1291.548	21.5258	10	The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.	Hershey ve Chase deneyi, DNA'nın genetik bir materyal olduğuna dair önde gelen önerilerden biriydi.	Hershey ve Chase deneyi, DNA'nın genetik bir materyal olduğuna dair ileri sürülen ilk fikirlerden biriydi.	REF:  hershey ve chase deneyi, dna'nın genetik bir materyal olduğuna dair ***** önde    gelen önerilerden biriydi.\nHYP:  hershey ve chase deneyi, dna'nın genetik bir materyal olduğuna dair ileri sürülen ilk   fikirlerden biriydi.\nEVAL:                                                                     I     S       S     S
flores101-warmup-tur-3-pe1-2	601	flores101-warmup-32	tur_t3	pe1	pe	85	102.0	99	15	13.0	12	44.152	13	0	0	0	2	10	1	0	0	0	0	3	38616	3	38616	44152	1	1642600367	0.0	1.0	1.0	0.0	0.0	2.0	15.385	0.0588	71.35	91.3	tur	3	44.152	0.7359	0.0123	0.5194	2.9435	0.1529	1223.0477	20.3841	11	Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.	Hershey ve Chase, kendi DNA'larını bir bakteriye yerleştirmek için fajları veya virüsleri kullandılar.	Hershey ve Chase, kendi DNA'larını bir bakteriye yerleştirmek için fajları (virüsleri) kullandılar.	REF:  hershey ve chase, kendi dna'larını bir bakteriye yerleştirmek için fajları veya virüsleri   kullandılar.\nHYP:  hershey ve chase, kendi dna'larını bir bakteriye yerleştirmek için fajları **** (virüsleri) kullandılar.\nEVAL:                                                                            D    S
flores101-warmup-tur-3-pe1-3	602	flores101-warmup-33	tur_t3	pe1	pe	143	114.0	112	24	14.0	14	46.134	10	2	0	1	0	7	0	0	0	0	0	1	45098	1	45098	46134	1	1642600367	0.0	0.0	1.0	0.0	0.0	1.0	7.143	0.0175	80.03	96.98	tur	3	46.134	0.7689	0.0128	0.3226	1.9222	0.0699	1872.8053	31.2134	12	They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.	Fajdaki DNA'yı radyoaktif bir fosforla veya fajın proteinini radyoaktif kükürtle işaretleyerek iki deney yaptılar.	Fajdaki DNA'yı radyoaktif bir fosforla ve fajın proteinini radyoaktif kükürtle işaretleyerek iki deney yaptılar.	REF:  fajdaki dna'yı radyoaktif bir fosforla veya fajın proteinini radyoaktif kükürtle işaretleyerek iki deney yaptılar.\nHYP:  fajdaki dna'yı radyoaktif bir fosforla ve   fajın proteinini radyoaktif kükürtle işaretleyerek iki deney yaptılar.\nEVAL:                                        S
flores101-warmup-tur-4-ht-1	541	flores101-warmup-41	tur_t3	ht	ht	149		129	28		16	106.383	132	112	0	15	3	1	1	0	0	0	0	14	93222	10	91013	106383	1	1642600367											tur	4	106.383	1.773	0.0296	0.714	3.7994	0.8859	947.5198	15.792	13	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		Tibet Budizmi Buda'nın öğretilerine dayanır, ancak mahayana sevgi yolu ve Hint Yogasından gelen birçok teknikle genişletilmiştir.	
flores101-warmup-tur-4-ht-2	542	flores101-warmup-42	tur_t3	ht	ht	127		107	20		14	49.581	114	94	0	13	3	1	3	0	0	0	0	4	36242	3	35794	49581	1	1642600367											tur	4	49.581	0.8264	0.0138	0.3904	2.479	0.8976	1452.1692	24.2028	14	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		Tibet Budizmi prensipte çok basittir. Kundalini yoga, meditasyon ve herkesi kapsayan sevgi yolundan oluşur.	
flores101-warmup-tur-4-ht-3	543	flores101-warmup-43	tur_t3	ht	ht	147		148	18		16	89.014	159	131	0	16	6	1	5	0	0	0	0	19	66787	6	59568	89014	1	1642600367											tur	4	89.014	1.4836	0.0247	0.6055	4.9452	1.0816	727.9754	12.1329	15	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		Kundalini Yoga ile Kundalini enerjisi (aydınlanma enerjisi); yoga duruşları, nefes egzersizleri, mantralar ve görselleştirmeler yoluyla uyandırılır.	
flores101-warmup-tur-4-ht-4	544	flores101-warmup-44	tur_t3	ht	ht	203		185	30		19	73.803	202	171	0	19	3	1	8	0	0	0	0	21	53848	11	48899	73803	1	1642600367											tur	4	73.803	1.23	0.0205	0.3636	2.4601	0.9951	1463.3551	24.3893	16	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		Tibet meditasyonunun merkezinde Tanrı Yogası vardır. Çeşitli tanrıların görselleştirilmesi yoluyla enerji kanalları temizlenir, çakralar etkinleştirilir ve aydınlanma bilinci yaratılır.	
